date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:06	53422/53422	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-d0ae%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/frontend.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:07	3447/3447	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-d77%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-7.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-733a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:07	4987/4987	---MCZ	200	added ('OK')	text/css	etag:W/%22687e77ae-137b%22	https://simply-strength.com/wp-content/plugins/jetpack/modules/likes/style.css?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/modules/likes/stylec964.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:07	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-258%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/widget-heading.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:07	77/77	---M--	200	added ('OK')	text/css	etag:%22687fbc34-4d%22	https://simply-strength.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:07	995/995	---MCZ	200	added ('OK')	text/css	etag:W/%2268805989-3e3%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min862f.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:08	26891/26891	---MCZ	200	added ('OK')	text/css	etag:W/%2268805989-690b%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min862f.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:08	1833/1833	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-729%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/widget-spacer.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:08	8981/8981	---MCZ	200	added ('OK')	text/css	etag:W/%2268805989-2315%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min862f.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:08	10310/10310	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-2846%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:08	162/162	---M--	200	added ('OK')	text/css	etag:%2268805989-a2%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min862f.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:09	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-141e%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:09	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%22687fbc33-1b71%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min55cb.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:09	26072/26072	---MCZ	200	added ('OK')	text/css	etag:W/%22688286a6-65d8%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-1178.css?ver=1753384614	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-1178b6c9.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:09	5849/5849	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-16d9%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-226.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-22633a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:09	5372/5372	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-14fc%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-222.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-22233a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:10	5398/5398	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-1516%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-218.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-21833a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:10	5380/5380	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-1504%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-214.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-21433a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:10	5372/5372	---MCZ	200	added ('OK')	text/css	etag:W/%2268828aee-14fc%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-210.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-21033a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:10	5376/5376	---MCZ	200	added ('OK')	text/css	etag:W/%2268828aee-1500%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-205.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-20533a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:11	5390/5390	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bc-150e%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-198.css?ver=1753384380	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-19833a6.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:11	5377/5377	---MCZ	200	added ('OK')	text/css	etag:W/%22688285bd-1501%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-190.css?ver=1753384381	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-19045b4.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:11	5192/5192	---MCZ	200	added ('OK')	text/css	etag:W/%2268828aee-1448%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-186.css?ver=1753384381	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-18645b4.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:11	5378/5378	---MCZ	200	added ('OK')	text/css	etag:W/%2268828aee-1502%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-159.css?ver=1753384381	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-15945b4.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:11	20635/20635	---MCZ	200	added ('OK')	text/css	etag:W/%22687e77ae-509b%22	https://simply-strength.com/wp-content/plugins/jetpack/modules/sharedaddy/sharing.css?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/modules/sharedaddy/sharingc964.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:12	13011/13011	---MCZ	200	added ('OK')	text/css	etag:W/%2267fd1d48-32d3%22	https://simply-strength.com/wp-content/plugins/jetpack/_inc/social-logos/social-logos.min.css?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/_inc/social-logos/social-logos.minc964.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:12	52488/52488	---MCZ	200	added ('OK')	text/css	etag:W/%2267d844d0-cd08%22	https://simply-strength.com/wp-content/uploads/elementor/google-fonts/css/robotocondensed.css?ver=1742226640	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/google-fonts/css/robotocondensed1416.css	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:12	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://c0.wp.com/c/6.8.2/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/taniti-studentPA/c0.wp.com/c/6.8.2/wp-includes/js/jquery/jquery.min.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:12	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://c0.wp.com/c/6.8.2/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/taniti-studentPA/c0.wp.com/c/6.8.2/wp-includes/js/jquery/jquery-migrate.min.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:12	492/492	---M--	200	added ('OK')	image/png	etag:%22eb5d364224978596%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBuffer.png?fit=32%2C16&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBuffer3400.png	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:13	4185/4185	---M--	200	added ('OK')	image/png	etag:%227fecf22dc9fe43e2%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBuffer.png?fit=192%2C93&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBuffer3fd0.png	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:13	3947/3947	---M--	200	added ('OK')	image/png	etag:%22440604004e4ba7d6%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBuffer.png?fit=180%2C87&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2024/05/FullLogo_Transparent_NoBufferb914.png	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:13	13038/13038	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268514a59-32ee%22	https://s0.wp.com/wp-content/js/bilmur.min.js?m=202530	C:/My%20Web%20Sites/taniti-studentPA/s0.wp.com/wp-content/js/bilmur.minb450.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	8777/8777	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687e77ae-2249%22	https://simply-strength.com/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-forms/dist/modules/form/view.js?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-forms/dist/modules/form/viewc964.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:14%20GMT	https://simply-strength.com/xyz-ics-preview-page-2/?share=facebook	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/xyz-ics-preview-page-2/index5a58.html	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	38256/38256	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c5f02a-9570%22	https://simply-strength.com/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=55aebb6e0a16726baffb	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-includes/js/dist/script-modules/interactivity/index.min1c7d.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:15%20GMT	https://simply-strength.com/xyz-ics-preview-page-2/?share=x	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/xyz-ics-preview-page-2/index62b6.html	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	2937/2937	---MCZ	200	added ('OK')	application/javascript	etag:W/%226664655f-b79%22	https://simply-strength.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.2	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min5b75.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:14	5700/5700	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687fbc34-1644%22	https://simply-strength.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min55cb.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:15	48393/48393	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687fbc33-bd09%22	https://simply-strength.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/js/frontend-modules.min55cb.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:15	21464/21464	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Feb%202025%2017:27:26%20GMT	https://c0.wp.com/c/6.8.2/wp-includes/js/jquery/ui/core.min.js	C:/My%20Web%20Sites/taniti-studentPA/c0.wp.com/c/6.8.2/wp-includes/js/jquery/ui/core.min.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:15	32876/32876	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687fbc33-806c%22	https://simply-strength.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/js/frontend.min55cb.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:15	24109/24109	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268805989-5e2d%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:16	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268805989-e89%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min862f.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:16	6195/6195	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267fd1d48-1833%22	https://simply-strength.com/wp-content/plugins/jetpack/_inc/build/likes/queuehandler.min.js?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/_inc/build/likes/queuehandler.minc964.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:16	3812/3812	---MCZ	200	added ('OK')	application/javascript	etag:W/7134-1748959717244.6846	https://stats.wp.com/e-202530.js	C:/My%20Web%20Sites/taniti-studentPA/stats.wp.com/e-202530.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:16	6248/6248	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268805989-1868%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min862f.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:16	4776/4776	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2030%20Sep%202024%2005:11:31%20GMT	https://c0.wp.com/c/6.8.2/wp-includes/js/dist/hooks.min.js	C:/My%20Web%20Sites/taniti-studentPA/c0.wp.com/c/6.8.2/wp-includes/js/dist/hooks.min.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:17	9141/9141	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Feb%202024%2016:53:15%20GMT	https://c0.wp.com/c/6.8.2/wp-includes/js/dist/i18n.min.js	C:/My%20Web%20Sites/taniti-studentPA/c0.wp.com/c/6.8.2/wp-includes/js/dist/i18n.min.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:17	24210/24210	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268805989-5e92%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/js/frontend.min862f.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:17	44670/44670	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268805989-ae7e%22	https://simply-strength.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.30.1	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min862f.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:18	8793/8793	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264078d1e-2259%22	https://simply-strength.com/wp-content/plugins/jetpack/_inc/build/sharedaddy/sharing.min.js?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/_inc/build/sharedaddy/sharing.minc964.js	(from https://simply-strength.com/xyz-ics-preview-page-2/)
13:35:18	254/254	---M--	200	added ('OK')	text/css	etag:%22687fbc33-fe%22	https://simply-strength.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.3	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/elementor/assets/css/widget-image.min55cb.css	(from https://simply-strength.com/adventure-in-taniti/)
13:35:18	26692/26692	---MCZ	200	added ('OK')	text/css	etag:W/%22688286a4-6844%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-1233.css?ver=1753384612	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-1233e19e.css	(from https://simply-strength.com/adventure-in-taniti/)
13:35:18	129086/129086	---M--	200	added ('OK')	image/jpeg	etag:%22a1bfd002945bee33%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/lava-67574_1920.jpg?fit=768%2C512&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/lava-67574_192044ce.jpg	(from https://simply-strength.com/adventure-in-taniti/)
13:35:19	15967/15967	---MCZ	200	added ('OK')	text/css	etag:W/%22687e77ae-3e5f%22	https://simply-strength.com/wp-content/plugins/jetpack/_inc/blocks/swiper.css?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/_inc/blocks/swiperc964.css	(from https://simply-strength.com/adventure-in-taniti/)
13:35:19	22256/22256	---MCZ	200	added ('OK')	text/css	etag:W/%22687e77ae-56f0%22	https://simply-strength.com/wp-content/plugins/jetpack/modules/carousel/jetpack-carousel.css?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/modules/carousel/jetpack-carouselc964.css	(from https://simply-strength.com/adventure-in-taniti/)
13:35:19	24237/24237	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687e77ae-5ead%22	https://simply-strength.com/wp-content/plugins/jetpack/_inc/build/carousel/jetpack-carousel.min.js?ver=14.9-a.5	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/plugins/jetpack/_inc/build/carousel/jetpack-carousel.minc964.js	(from https://simply-strength.com/adventure-in-taniti/)
13:35:19	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:20%20GMT	https://simply-strength.com/adventure-in-taniti/?share=facebook	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/adventure-in-taniti/index5a58.html	(from https://simply-strength.com/adventure-in-taniti/)
13:35:20	22446/22446	---MCZ	200	added ('OK')	text/css	etag:W/%22688286a7-57ae%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-1214.css?ver=1753384616	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-1214b3f5.css	(from https://simply-strength.com/relax-in-taniti/)
13:35:20	84204/84204	---M--	200	added ('OK')	image/jpeg	etag:%2268e6073d3d9b7232%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/beach-6292382_1280.jpg?fit=768%2C512&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/beach-6292382_128044ce.jpg	(from https://simply-strength.com/relax-in-taniti/)
13:35:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:20%20GMT	https://simply-strength.com/adventure-in-taniti/?share=x	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/adventure-in-taniti/index62b6.html	(from https://simply-strength.com/adventure-in-taniti/)
13:35:20	17022/17022	---MCZ	200	added ('OK')	text/css	etag:W/%22688286a9-427e%22	https://simply-strength.com/wp-content/uploads/elementor/css/post-1201.css?ver=1753384617	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/wp-content/uploads/elementor/css/post-120124c1.css	(from https://simply-strength.com/your-stay-in-taniti/)
13:35:22	65536/65536	---M--	200	added ('OK')	image/jpeg	etag:%2205c57c9c2a994660%22	https://i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/bed-4416515_1920.jpg?fit=768%2C512&ssl=1	C:/My%20Web%20Sites/taniti-studentPA/i0.wp.com/simply-strength.com/wp-content/uploads/2025/07/bed-4416515_192044ce.jpg	(from https://simply-strength.com/your-stay-in-taniti/)
13:35:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:22%20GMT	https://simply-strength.com/relax-in-taniti/?share=x	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/relax-in-taniti/index62b6.html	(from https://simply-strength.com/relax-in-taniti/)
13:35:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2024%20Jul%202025%2020:35:21%20GMT	https://simply-strength.com/relax-in-taniti/?share=facebook	C:/My%20Web%20Sites/taniti-studentPA/simply-strength.com/relax-in-taniti/index5a58.html	(from https://simply-strength.com/relax-in-taniti/)
